Title,Storyline
Ravenwood,"An acupuncture doctor named Amanda has to leave her practice to care for her mother (Maggie) who has dementia. But the battle of caring for her mother is only the beginning. A twisted long time neighbor (Julie) and Amanda's abusive ex-husband (Mark) has schemed a sinister plan that involves elder abuse, identity theft, and murder. An accident causes Maggie to wander from their isolated home into the surrounding woods. While Amanda chases after her Mom, Mark and Julie take the opportunity to orchestrate their plan. But Ravenwood is a mysterious place that harbors a creature of darkness that devours it's victims."
Re:Human,A cure has been found. The zombie apocalypse has been stopped. We follow four participants through a governmental program aimed at reintroducing former zombies into society.
Rebel,"From tender moments of vulnerability to spine-tingling encounters with the unknown, this anthology film will leave an indelible impression long after the credits roll."
Recalculating,"A YouTube vlogger, along with his three friends, take a road-trip with the intent to explore and document haunted locations across Mississippi. However, a series of GPS errors leads them to a desolate rural road. When their car stops working, panic and desperation begin to set in, all while something sinister awaits in the darkness of rural Mississippi."
Red Light District Shark Attack,"When sex and drug obsessed Tommy travels to Amsterdam to visit a brothel in the Red Light District, he tries the newest experimental drug available on the black market that turns him into a half man, half shark, full on killing machine."
Red Night at Skye's,"When down on his luck family man and ex-soldier Cole Boyd gets drawn into a scheme to rob Skye's pawnshop, a front for a ruthless gang of meth-making bikers known as The Spiders, a group led by the enigmatic and evil ""Doc"", a bad idea turns into a blood-soaked nightmare."
Reefer Monster Madness,Three intertwining tails of terror to get you higher than below.
Remnant,"A tragic accident, a fractured mind, a body healed by an experimental technology. A young woman becomes supernaturally linked to the horrors of her past. Haunted, hunted, harrowed, she must uncover the truth in order to be free."
Rent4Ghost,"""Reatrey"" is a female student who was riding a motorcycle when she witnessed a woman involved in a car accident on the road. Instead of offering assistance, she simply turned around. The following day, as she rode her motorcycle through the same accident site, she was not careful and inadvertently stepped on the KANTOUN there. Subsequently, a ghost began to haunt her during the night, expressing anger over the haunting that ultimately led to ""Reatrey's"" death."
Replicator,"A young public defender investigates the sudden moral transformation of a small town's criminals, uncovering sinister supernatural forces and a harrowing path to redemption."
Requiem: Three Tales of Horror,"The aftermath of a vehicular collision, a couple tormented by a ghostly presence during a rainstorm, and two monks' unsettling rescue by an enigmatic figure after straying into the mountains."
Rerouting,"When a rideshare driver is wrongfully framed for the abduction of two women, he must navigate a relentless pursuit by the law while uncovering a chilling conspiracy, risking everything to clear his name."
Residency,"As an estate agent shows a client around a house for sale, their conversation turns to the macabre tales of the house's former residents and their untimely fates."
Resident Evil Story,"A strange evil resides around, being very difficult to overcome and find the cure."
Resolver,"After a student's only friend is confiscated, detention time becomes foreboding."
Restitution,Mia Wagner's family is murdered by a serial killer who gets released due to judicial failure. She takes the law into her own hands to deliver justice.
Retratos del Apocalipsis,"The film depicts a Buenos Aires overrun by zombies through four intertwined stories, exploring the outbreak's confusion, ensuing chaos, and humanity's fight to endure the impossible."
Retreat,A mother and son head to a retreat to move past a family tragedy. Soon truths are revealed that start to make it clear that the help they need is not there.
Revival,Two robbers on the run end up victims of a twisted doctor who subjects them to his sadistic experiments.
Riders,"Nut, a young rider, got to know a beautiful girl named Pie by chance, but when Pie mysteriously disappeared, Nut and two other rider friends went out to find her."
Ridin the Clown,"After his family is killed, a young teen named Johnathan is hospitalized where he is treated for his injuries. In the same time, famous American interviewer Ted Brown experiences the same event after his best friend is murdered in front of him. The two of them meet and agree to help put down the murderer known as Ridin' The Clown once and for all."
Ripper Revealed,"When Edward Taylor, a seasoned journalist, interviews a famous ripperologist he uncovers more than just Jack the ripper's identity."
Rippy,"Obsessed with living up to her dead father's legacy, a young sheriff finds her mettle tested when locals are found ripped to shreds."
Rise of the Crimson Butcher,An FBI agent's family is targeted by a resurgent cult known for gruesome killings. They must race against time to escape the cult's sinister rituals and deadly schemes.
